#M z y MLa eta sup_ad
2.466796875000000000e+00 1.707275390624999820e-02 3.482910156249999778e-01 1.806787109375000089e+00 2.997363281249999512e-01 2.624511718750000000e-03
2.066796875000000089e+00 2.457275390625000139e-02 2.982910156249999889e-01 2.156787109374999734e+00 2.097363281249999822e-01 1.512451171875000069e-02
2.091796875000000000e+00 1.754150390624999861e-02 3.076660156250000111e-01 1.741162109375000044e+00 2.153613281249999734e-01 1.903076171875000069e-02
2.491796874999999911e+00 2.504150390624999833e-02 2.576660156250000222e-01 2.091162109374999911e+00 1.253613281250000044e-01 6.530761718750000000e-03
2.691796874999999645e+00 2.129150390624999847e-02 3.326660156249999778e-01 1.916162109375000089e+00 1.703613281249999889e-01 1.278076171875000035e-02
2.291796875000000178e+00 2.879150390624999820e-02 2.826660156249999889e-01 2.266162109374999734e+00 2.603613281250000133e-01 2.807617187500000325e-04
2.391796874999999822e+00 1.941650390625000028e-02 2.701660156249999778e-01 2.178662109374999822e+00 2.828613281249999778e-01 1.590576171875000139e-02
2.791796874999999734e+00 2.691650390625000000e-02 3.201660156249999667e-01 1.828662109374999956e+00 1.928613281250000089e-01 3.405761718750000260e-03
2.591796875000000000e+00 1.566650390625000042e-02 2.951660156250000000e-01 2.003662109375000000e+00 1.478613281249999967e-01 2.215576171875000000e-02
2.191796875000000089e+00 2.316650390624999667e-02 3.451660156249999889e-01 1.653662109375000133e+00 2.378613281249999933e-01 9.655761718750001041e-03
2.141796874999999822e+00 2.222900390624999931e-02 2.889160156250000222e-01 1.784912109375000000e+00 1.366113281249999867e-01 1.746826171874999931e-02
2.541796874999999734e+00 2.972900390624999903e-02 3.389160156249999556e-01 2.134912109374999645e+00 2.266113281250000111e-01 4.968261718750000347e-03
2.741796874999999911e+00 1.847900390624999944e-02 2.639160156250000000e-01 1.609912109375000178e+00 2.716113281249999956e-01 2.371826171875000139e-02
2.341796875000000000e+00 2.597900390624999917e-02 3.139160156249999889e-01 1.959912109374999822e+00 1.816113281249999989e-01 1.121826171875000069e-02
2.241796874999999911e+00 1.660400390624999778e-02 3.264160156250000000e-01 2.047412109374999734e+00 2.041113281249999911e-01 2.059326171875000208e-02
2.641796874999999822e+00 2.410400390624999750e-02 2.764160156250000111e-01 1.697412109375000089e+00 2.941113281249999600e-01 8.093261718749999653e-03
2.441796875000000089e+00 2.035400390625000111e-02 3.014160156249999778e-01 2.222412109375000000e+00 2.491113281250000033e-01 1.434326171875000000e-02
2.041796875000000178e+00 2.785400390625000083e-02 2.514160156249999889e-01 1.872412109374999911e+00 1.591113281250000067e-01 1.843261718750000173e-03
2.029296875000000000e+00 1.636962890624999931e-02 2.873535156250000000e-01 1.664599609375000178e+00 2.856738281249999734e-01 1.317138671875000069e-02
2.429296874999999911e+00 2.386962890624999903e-02 3.373535156249999889e-01 2.014599609374999822e+00 1.956738281250000044e-01 6.713867187500000000e-04
2.629296874999999645e+00 2.011962890624999917e-02 2.623535156249999778e-01 1.839599609375000000e+00 1.506738281249999922e-01 1.942138671875000278e-02
2.229296875000000178e+00 2.761962890624999889e-02 3.123535156249999667e-01 2.189599609374999645e+00 2.406738281249999889e-01 6.921386718750000347e-03
2.329296874999999822e+00 2.199462890625000083e-02 3.498535156250000000e-01 2.277099609375000000e+00 2.181738281249999967e-01 2.254638671875000208e-02
2.729296874999999734e+00 2.949462890625000056e-02 2.998535156250000111e-01 1.927099609374999911e+00 1.281738281250000000e-01 1.004638671875000139e-02
2.529296875000000000e+00 1.824462890624999750e-02 3.248535156249999778e-01 2.102099609374999734e+00 1.731738281249999845e-01 1.629638671875000000e-02
2.129296875000000089e+00 2.574462890624999722e-02 2.748535156249999889e-01 1.752099609375000089e+00 2.631738281250000089e-01 3.796386718750000173e-03
2.179296874999999911e+00 1.918212890624999833e-02 3.186035156250000000e-01 1.883349609374999956e+00 2.069238281249999867e-01 2.410888671875000000e-02
2.579296874999999822e+00 2.668212890624999806e-02 2.686035156250000111e-01 2.233349609374999822e+00 2.969238281249999556e-01 1.160888671875000104e-02
2.779296875000000000e+00 1.543212890625000021e-02 3.436035156249999667e-01 1.708349609375000133e+00 2.519238281250000266e-01 1.785888671875000139e-02
2.379296875000000089e+00 2.293212890625000167e-02 2.936035156249999778e-01 2.058349609375000000e+00 1.619238281250000022e-01 5.358886718750000694e-03
2.279296875000000000e+00 1.730712890625000014e-02 2.561035156250000000e-01 1.970849609374999867e+00 1.394238281249999822e-01 1.473388671875000035e-02
2.679296874999999911e+00 2.480712890624999986e-02 3.061035156249999889e-01 1.620849609375000000e+00 2.294238281250000067e-01 2.233886718750000087e-03
2.479296874999999734e+00 2.105712890625000000e-02 2.811035156250000222e-01 2.145849609374999911e+00 2.744238281249999911e-01 2.098388671875000069e-02
2.079296874999999822e+00 2.855712890624999972e-02 3.311035156249999556e-01 1.795849609375000044e+00 1.844238281249999944e-01 8.483886718750000000e-03
2.054296874999999911e+00 2.152587890625000042e-02 2.654785156250000222e-01 2.123974609374999822e+00 2.350488281249999978e-01 1.452636718750000043e-03
2.454296874999999822e+00 2.902587890624999667e-02 3.154785156249999556e-01 1.773974609374999956e+00 1.450488281250000011e-01 1.395263671875000139e-02
2.654296875000000000e+00 1.777587890625000056e-02 2.904785156249999889e-01 2.298974609374999645e+00 1.900488281250000133e-01 7.702636718750000173e-03
2.254296875000000089e+00 2.527587890625000028e-02 3.404785156249999778e-01 1.948974609375000000e+00 2.800488281249999822e-01 2.020263671875000000e-02
2.354296874999999734e+00 1.590087890624999889e-02 3.029785156250000000e-01 1.861474609375000089e+00 2.575488281250000178e-01 1.082763671875000035e-02
2.754296874999999645e+00 2.340087890624999861e-02 2.529785156250000111e-01 2.211474609374999734e+00 1.675488281249999933e-01 2.332763671875000278e-02
2.554296874999999911e+00 1.965087890624999875e-02 3.279785156249999667e-01 1.686474609375000044e+00 1.225488281249999950e-01 4.577636718750000000e-03
2.154296875000000000e+00 2.715087890624999847e-02 2.779785156249999778e-01 2.036474609374999911e+00 2.125488281249999778e-01 1.707763671875000069e-02
2.104296875000000178e+00 1.871337890624999792e-02 3.342285156250000000e-01 2.167724609375000000e+00 1.562988281250000111e-01 1.239013671875000000e-02
2.504296874999999645e+00 2.621337890625000111e-02 2.842285156250000111e-01 1.817724609374999911e+00 2.462988281249999800e-01 2.489013671875000069e-02
2.704296874999999822e+00 2.246337890624999778e-02 3.092285156249999778e-01 1.992724609374999956e+00 2.912988281249999645e-01 6.140136718750000520e-03
2.304296874999999911e+00 2.996337890624999750e-02 2.592285156249999889e-01 1.642724609375000089e+00 2.012988281249999956e-01 1.864013671875000208e-02
2.204296874999999822e+00 2.058837890624999958e-02 2.967285156249999667e-01 1.730224609375000000e+00 1.787988281250000033e-01 3.015136718750000347e-03
2.604296874999999734e+00 2.808837890624999931e-02 3.467285156249999556e-01 2.080224609375000089e+00 2.687988281250000000e-01 1.551513671875000104e-02
2.404296875000000000e+00 1.683837890624999972e-02 2.717285156250000000e-01 1.905224609375000044e+00 2.237988281249999878e-01 9.265136718750000694e-03
2.004296875000000089e+00 2.433837890624999944e-02 3.217285156249999889e-01 2.255224609374999911e+00 1.337988281249999911e-01 2.176513671875000139e-02
2.005859375000000000e+00 1.686767578125000083e-02 3.371582031250000000e-01 1.750732421875000000e+00 1.714160156250000011e-01 9.411621093750001041e-03
2.405859374999999911e+00 2.436767578125000056e-02 2.871582031250000111e-01 2.100732421874999645e+00 2.614160156249999978e-01 2.191162109375000000e-02
2.605859374999999645e+00 2.061767578124999722e-02 3.121582031249999778e-01 1.925732421875000044e+00 2.164160156249999856e-01 3.161621093750000260e-03
2.205859375000000178e+00 2.811767578124999695e-02 2.621582031249999889e-01 2.275732421874999911e+00 1.264160156249999889e-01 1.566162109375000139e-02
2.305859374999999822e+00 2.249267578124999889e-02 2.996582031249999667e-01 2.188232421875000000e+00 1.489160156250000089e-01 3.662109375000000542e-05
2.705859374999999734e+00 2.999267578124999861e-02 3.496582031249999556e-01 1.838232421874999911e+00 2.389160156249999778e-01 1.253662109375000035e-02
2.505859375000000000e+00 1.874267578124999903e-02 2.746582031250000000e-01 2.013232421875000178e+00 2.839160156250000178e-01 6.286621093750000000e-03
2.105859375000000089e+00 2.624267578124999875e-02 3.246582031249999889e-01 1.663232421875000089e+00 1.939160156249999933e-01 1.878662109375000069e-02
2.155859374999999911e+00 1.968017578124999986e-02 2.684082031250000222e-01 1.794482421874999956e+00 2.726660156249999800e-01 1.599121093750000173e-03
2.555859374999999822e+00 2.718017578124999958e-02 3.184082031249999556e-01 2.144482421874999822e+00 1.826660156250000111e-01 1.409912109375000000e-02
2.755859375000000000e+00 1.593017578125000000e-02 2.934082031249999889e-01 1.619482421875000133e+00 1.376660156249999989e-01 7.849121093749999653e-03
2.355859375000000089e+00 2.343017578124999972e-02 3.434082031249999778e-01 1.969482421875000000e+00 2.276660156249999956e-01 2.034912109375000208e-02
2.255859375000000000e+00 1.780517578124999820e-02 3.059082031250000000e-01 2.056982421874999911e+00 2.501660156249999600e-01 1.097412109375000069e-02
2.655859374999999911e+00 2.530517578125000139e-02 2.559082031250000111e-01 1.706982421875000044e+00 1.601660156249999911e-01 2.347412109375000139e-02
2.455859374999999734e+00 2.155517578124999806e-02 3.309082031249999667e-01 2.231982421874999734e+00 2.051660156249999756e-01 4.724121093750000347e-03
2.055859374999999822e+00 2.905517578124999778e-02 2.809082031249999778e-01 1.881982421875000089e+00 2.951660156250000000e-01 1.722412109374999931e-02
2.080859375000000178e+00 2.108642578125000111e-02 3.152832031249999667e-01 2.035107421874999822e+00 1.207910156249999978e-01 2.269287109375000069e-02
2.480859374999999645e+00 2.858642578125000083e-02 2.652832031249999778e-01 1.685107421874999956e+00 2.107910156249999944e-01 1.019287109375000000e-02
2.680859374999999822e+00 1.733642578124999778e-02 3.402832031249999889e-01 2.210107421874999645e+00 2.557910156249999512e-01 1.644287109375000208e-02
2.280859374999999911e+00 2.483642578124999750e-02 2.902832031250000000e-01 1.860107421875000000e+00 1.657910156249999822e-01 3.942871093750000520e-03
2.380859375000000000e+00 1.546142578124999958e-02 2.527832031250000222e-01 1.947607421874999911e+00 1.882910156250000022e-01 1.331787109375000104e-02
2.780859374999999911e+00 2.296142578124999931e-02 3.027832031250000111e-01 2.297607421875000000e+00 2.782910156250000266e-01 8.178710937500000217e-04
2.580859374999999734e+00 1.921142578124999944e-02 2.777832031249999889e-01 1.772607421875000089e+00 2.332910156249999867e-01 1.956787109375000139e-02
2.180859374999999822e+00 2.671142578124999917e-02 3.277832031249999778e-01 2.122607421874999734e+00 1.432910156249999900e-01 7.067871093750000694e-03
2.130859375000000000e+00 1.827392578124999861e-02 2.840332031250000222e-01 2.253857421874999822e+00 2.220410156250000044e-01 1.488037109375000069e-02
2.530859374999999911e+00 2.577392578124999833e-02 3.340332031249999556e-01 1.903857421874999956e+00 1.320410156250000078e-01 2.380371093750000000e-03
2.730859374999999645e+00 2.202392578124999847e-02 2.590332031250000000e-01 2.078857421875000000e+00 1.770410156249999922e-01 2.113037109375000278e-02
2.330859374999999734e+00 2.952392578124999820e-02 3.090332031249999889e-01 1.728857421875000133e+00 2.670410156249999889e-01 8.630371093750000347e-03
2.230859375000000089e+00 2.014892578125000028e-02 3.465332031249999667e-01 1.641357421875000000e+00 2.895410156250000089e-01 2.425537109375000208e-02
2.630859375000000000e+00 2.764892578125000000e-02 2.965332031249999778e-01 1.991357421874999867e+00 1.995410156249999845e-01 1.175537109375000139e-02
2.430859374999999822e+00 1.639892578125000042e-02 3.215332031250000000e-01 1.816357421875000044e+00 1.545410156250000000e-01 1.800537109375000000e-02
2.030859374999999911e+00 2.389892578124999667e-02 2.715332031250000111e-01 2.166357421874999911e+00 2.445410156249999967e-01 5.505371093750000173e-03
2.043359375000000089e+00 2.038330078124999875e-02 2.918457031249999667e-01 2.111669921874999911e+00 1.967285156249999889e-01 1.683349609375000069e-02
2.443359375000000000e+00 2.788330078124999847e-02 3.418457031249999556e-01 1.761669921875000044e+00 2.867285156250000133e-01 4.333496093750000000e-03
2.643359374999999734e+00 1.663330078124999889e-02 2.668457031250000000e-01 2.286669921874999734e+00 2.417285156249999734e-01 2.308349609375000278e-02
2.243359374999999822e+00 2.413330078124999861e-02 3.168457031249999889e-01 1.936669921875000089e+00 1.517285156250000044e-01 1.058349609375000035e-02
2.343359374999999911e+00 1.850830078125000056e-02 3.293457031250000000e-01 1.849169921874999956e+00 1.292285156249999845e-01 1.995849609375000000e-02
2.743359374999999822e+00 2.600830078125000028e-02 2.793457031250000111e-01 2.199169921874999822e+00 2.192285156250000089e-01 7.458496093750000173e-03
2.543359374999999645e+00 2.225830078125000042e-02 3.043457031249999778e-01 1.674169921875000133e+00 2.642285156249999933e-01 1.370849609375000139e-02
2.143359375000000178e+00 2.975830078124999667e-02 2.543457031249999889e-01 2.024169921875000000e+00 1.742285156249999967e-01 1.208496093750000043e-03
2.193359375000000000e+00 1.569580078124999806e-02 3.105957031249999556e-01 2.155419921874999645e+00 2.979785156249999956e-01 2.152099609375000139e-02
2.593359374999999911e+00 2.319580078124999778e-02 2.605957031250000222e-01 1.805419921875000000e+00 2.079785156249999989e-01 9.020996093750000694e-03
2.793359374999999645e+00 1.944580078125000139e-02 3.355957031249999778e-01 1.980419921874999822e+00 1.629785156249999867e-01 1.527099609375000104e-02
2.393359374999999734e+00 2.694580078125000111e-02 2.855957031249999889e-01 1.630419921875000178e+00 2.529785156249999556e-01 2.770996093750000347e-03
2.293359375000000089e+00 2.132080078124999958e-02 2.730957031249999778e-01 1.717919921875000089e+00 2.304785156249999911e-01 1.839599609375000208e-02
2.693359375000000000e+00 2.882080078124999931e-02 3.230957031249999667e-01 2.067919921874999734e+00 1.404785156249999944e-01 5.895996093750000520e-03
2.493359374999999822e+00 1.757080078124999972e-02 2.980957031250000000e-01 1.892919921874999911e+00 1.854785156250000067e-01 2.464599609375000069e-02
2.093359374999999911e+00 2.507080078124999944e-02 3.480957031249999889e-01 2.242919921875000000e+00 2.754785156250000311e-01 1.214599609375000000e-02
2.068359375000000000e+00 1.710205078124999931e-02 2.574707031249999778e-01 1.652294921875000044e+00 1.461035156249999856e-01 3.552246093750000173e-03
2.468359374999999911e+00 2.460205078124999903e-02 3.074707031249999667e-01 2.002294921874999911e+00 2.361035156249999822e-01 1.605224609375000000e-02
2.668359374999999645e+00 2.085205078124999917e-02 2.824707031250000000e-01 1.827294921875000089e+00 2.811035156250000222e-01 9.802246093750001388e-03
2.268359375000000178e+00 2.835205078124999889e-02 3.324707031249999889e-01 2.177294921874999734e+00 1.911035156249999978e-01 2.230224609375000208e-02
2.368359374999999822e+00 1.897705078124999750e-02 3.199707031249999778e-01 2.264794921874999645e+00 1.686035156249999778e-01 6.677246093750000347e-03
2.768359374999999734e+00 2.647705078124999722e-02 2.699707031249999889e-01 1.914794921875000000e+00 2.586035156250000022e-01 1.917724609375000278e-02
2.568359375000000000e+00 1.522705078124999938e-02 3.449707031250000000e-01 2.089794921874999822e+00 2.136035156249999900e-01 4.272460937500000000e-04
2.168359375000000089e+00 2.272705078125000083e-02 2.949707031250000111e-01 1.739794921874999956e+00 1.236035156249999933e-01 1.292724609375000069e-02
2.118359374999999822e+00 2.178955078125000000e-02 3.387207031249999667e-01 1.871044921875000044e+00 2.473535156249999922e-01 8.239746093750000000e-03
2.518359374999999734e+00 2.928955078124999972e-02 2.887207031249999778e-01 2.221044921874999911e+00 1.573535156249999956e-01 2.073974609375000069e-02
2.718359374999999911e+00 1.803955078125000014e-02 3.137207031250000000e-01 1.696044921875000000e+00 2.023535156249999800e-01 1.989746093750000087e-03
2.318359375000000000e+00 2.553955078124999986e-02 2.637207031250000111e-01 2.046044921875000089e+00 2.923535156250000044e-01 1.448974609375000035e-02
2.218359374999999911e+00 1.616455078124999847e-02 2.762207031250000222e-01 1.958544921874999956e+00 2.698535156249999845e-01 5.114746093750000694e-03
2.618359374999999822e+00 2.366455078125000167e-02 3.262207031249999556e-01 1.608544921875000089e+00 1.798535156249999878e-01 1.761474609375000139e-02
2.418359375000000089e+00 1.991455078124999833e-02 2.512207031250000000e-01 2.133544921875000000e+00 1.348535156250000033e-01 1.136474609375000104e-02
2.018359375000000178e+00 2.741455078124999806e-02 3.012207031249999889e-01 1.783544921874999911e+00 2.248535156250000000e-01 2.386474609375000000e-02
2.024609374999999822e+00 2.214111328124999944e-02 2.551269531250000000e-01 2.215576171875000000e+00 2.881347656249999556e-01 1.976318359375000069e-02
2.424609374999999734e+00 2.964111328124999917e-02 3.051269531249999889e-01 1.865576171874999911e+00 1.981347656249999867e-01 7.263183593750000000e-03
2.624609374999999911e+00 1.839111328124999958e-02 2.801269531250000222e-01 2.040576171874999734e+00 1.531347656250000022e-01 1.351318359375000035e-02
2.224609375000000000e+00 2.589111328124999931e-02 3.301269531249999556e-01 1.690576171875000089e+00 2.431347656249999711e-01 1.013183593750000087e-03
2.324609375000000089e+00 1.651611328124999792e-02 3.176269531250000000e-01 1.603076171875000178e+00 2.206347656250000067e-01 1.663818359375000139e-02
2.724609375000000000e+00 2.401611328125000111e-02 2.676269531250000111e-01 1.953076171874999822e+00 1.306347656249999822e-01 4.138183593749999827e-03
2.524609374999999822e+00 2.026611328124999778e-02 3.426269531249999667e-01 1.778076171875000000e+00 1.756347656249999944e-01 2.288818359375000000e-02
2.124609374999999911e+00 2.776611328124999750e-02 2.926269531249999778e-01 2.128076171874999645e+00 2.656347656249999911e-01 1.038818359375000104e-02
2.174609375000000178e+00 1.745361328124999875e-02 3.488769531250000000e-01 1.996826171875000000e+00 2.093847656249999967e-01 1.820068359374999931e-02
2.574609374999999645e+00 2.495361328124999847e-02 2.988769531250000111e-01 1.646826171875000133e+00 2.993847656249999933e-01 5.700683593750000347e-03
2.774609374999999822e+00 2.120361328124999861e-02 3.238769531249999778e-01 2.171826171874999822e+00 2.543847656250000089e-01 2.445068359375000139e-02
2.374609374999999911e+00 2.870361328124999833e-02 2.738769531249999889e-01 1.821826171874999956e+00 1.643847656249999845e-01 1.195068359375000069e-02
2.274609374999999822e+00 1.932861328125000042e-02 2.863769531250000000e-01 1.909326171875000089e+00 1.418847656249999922e-01 2.132568359375000208e-02
2.674609374999999734e+00 2.682861328124999667e-02 3.363769531249999889e-01 2.259326171874999734e+00 2.318847656249999889e-01 8.825683593749999653e-03
2.474609375000000000e+00 1.557861328124999882e-02 2.613769531249999778e-01 1.734326171875000044e+00 2.768847656249999734e-01 1.507568359375000000e-02
2.074609375000000089e+00 2.307861328125000028e-02 3.113769531249999667e-01 2.084326171874999911e+00 1.868847656250000044e-01 2.575683593750000173e-03
2.099609375000000000e+00 1.510986328125000014e-02 2.957519531249999667e-01 1.799951171875000089e+00 2.375097656249999800e-01 6.481933593750000173e-03
2.499609374999999911e+00 2.260986328124999986e-02 3.457519531249999556e-01 2.149951171874999734e+00 1.475097656249999833e-01 1.898193359375000000e-02
2.699609374999999645e+00 1.885986328125000000e-02 2.707519531250000000e-01 1.624951171875000044e+00 1.925097656249999956e-01 2.319335937500000163e-04
2.299609375000000178e+00 2.635986328124999972e-02 3.207519531249999889e-01 1.974951171874999911e+00 2.825097656249999645e-01 1.273193359375000139e-02
2.399609374999999822e+00 2.073486328124999820e-02 3.332519531250000000e-01 2.062451171874999822e+00 2.600097656250000000e-01 3.356933593750000000e-03
2.799609374999999734e+00 2.823486328125000139e-02 2.832519531250000111e-01 1.712451171874999956e+00 1.700097656250000033e-01 1.585693359375000069e-02
2.599609375000000000e+00 1.698486328124999833e-02 3.082519531249999778e-01 2.237451171874999645e+00 1.250097656249999911e-01 9.606933593750000347e-03
2.199609375000000089e+00 2.448486328124999806e-02 2.582519531249999889e-01 1.887451171875000000e+00 2.150097656249999878e-01 2.210693359375000278e-02
2.149609374999999822e+00 1.979736328125000083e-02 3.020019531250000000e-01 1.756201171874999911e+00 1.587597656249999933e-01 4.919433593750000520e-03
2.549609374999999734e+00 2.729736328125000056e-02 2.520019531250000111e-01 2.106201171875000000e+00 2.487597656249999900e-01 1.741943359375000208e-02
2.749609374999999911e+00 1.604736328125000097e-02 3.270019531249999667e-01 1.931201171874999956e+00 2.937597656250000022e-01 1.116943359375000000e-02
2.349609375000000000e+00 2.354736328124999722e-02 2.770019531249999778e-01 2.281201171874999822e+00 2.037597656249999778e-01 2.366943359375000069e-02
2.249609374999999911e+00 1.792236328124999917e-02 2.645019531250000222e-01 2.193701171874999911e+00 1.812597656249999856e-01 8.044433593750000694e-03
2.649609374999999822e+00 2.542236328124999889e-02 3.145019531249999556e-01 1.843701171875000044e+00 2.712597656249999822e-01 2.054443359375000139e-02
2.449609375000000089e+00 2.167236328124999903e-02 2.895019531249999889e-01 2.018701171875000089e+00 2.262597656249999978e-01 1.794433593750000130e-03
2.049609375000000178e+00 2.917236328124999875e-02 3.395019531249999778e-01 1.668701171875000000e+00 1.362597656250000011e-01 1.429443359375000104e-02
2.037109375000000000e+00 1.862548828124999806e-02 3.223144531249999556e-01 1.898388671875000044e+00 2.628222656249999956e-01 6.225585937500000651e-04
2.437109374999999911e+00 2.612548828124999778e-02 2.723144531250000222e-01 2.248388671874999911e+00 1.728222656249999989e-01 1.312255859375000000e-02
2.637109374999999645e+00 2.237548828124999792e-02 3.473144531249999778e-01 1.723388671875000000e+00 1.278222656249999867e-01 6.872558593750000520e-03
2.237109375000000178e+00 2.987548828125000111e-02 2.973144531249999889e-01 2.073388671875000089e+00 2.178222656250000111e-01 1.937255859375000208e-02
2.337109374999999822e+00 2.050048828124999972e-02 2.598144531250000111e-01 1.985888671874999956e+00 2.403222656249999756e-01 9.997558593750000694e-03
2.737109374999999734e+00 2.800048828124999944e-02 3.098144531250000000e-01 1.635888671875000089e+00 1.503222656250000067e-01 2.249755859375000139e-02
2.537109375000000000e+00 1.675048828124999986e-02 2.848144531249999778e-01 2.160888671875000000e+00 1.953222656249999911e-01 3.747558593750000347e-03
2.137109375000000089e+00 2.425048828124999958e-02 3.348144531249999667e-01 1.810888671874999911e+00 2.853222656249999600e-01 1.624755859374999931e-02
2.187109374999999911e+00 2.143798828125000056e-02 2.785644531250000000e-01 1.679638671875000044e+00 1.840722656250000089e-01 1.156005859375000035e-02
2.587109374999999822e+00 2.893798828125000028e-02 3.285644531249999889e-01 2.029638671874999911e+00 2.740722656249999778e-01 2.406005859375000278e-02
2.787109375000000000e+00 1.768798828125000069e-02 2.535644531249999778e-01 1.854638671875000089e+00 2.290722656249999933e-01 5.310058593750000000e-03
2.387109375000000089e+00 2.518798828124999695e-02 3.035644531249999667e-01 2.204638671874999734e+00 1.390722656249999967e-01 1.781005859375000069e-02
2.287109375000000000e+00 1.581298828124999903e-02 3.410644531250000000e-01 2.292138671874999645e+00 1.615722656249999889e-01 2.185058593750000260e-03
2.687109374999999911e+00 2.331298828124999875e-02 2.910644531250000111e-01 1.942138671875000000e+00 2.515722656250000133e-01 1.468505859375000139e-02
2.487109374999999734e+00 1.956298828124999889e-02 3.160644531249999778e-01 2.117138671874999822e+00 2.965722656249999978e-01 8.435058593750001041e-03
2.087109374999999822e+00 2.706298828124999861e-02 2.660644531249999889e-01 1.767138671874999956e+00 2.065722656249999734e-01 2.093505859375000000e-02
2.062109374999999911e+00 1.909423828124999847e-02 3.254394531250000000e-01 2.139013671874999911e+00 2.121972656249999922e-01 1.390380859375000069e-02
2.462109374999999822e+00 2.659423828124999820e-02 2.754394531250000111e-01 1.789013671875000044e+00 1.221972656249999956e-01 1.403808593750000000e-03
2.662109375000000000e+00 1.534423828124999861e-02 3.004394531249999778e-01 1.964013671875000089e+00 1.671972656249999800e-01 2.015380859375000278e-02
2.262109375000000089e+00 2.284423828124999833e-02 2.504394531249999889e-01 1.614013671875000000e+00 2.571972656250000044e-01 7.653808593750000347e-03
2.362109374999999734e+00 1.721923828125000028e-02 2.879394531250000222e-01 1.701513671875000133e+00 2.796972656249999689e-01 2.327880859375000208e-02
2.762109374999999645e+00 2.471923828125000000e-02 3.379394531249999556e-01 2.051513671875000000e+00 1.896972656250000000e-01 1.077880859375000139e-02
2.562109374999999911e+00 2.096923828125000014e-02 2.629394531250000000e-01 1.876513671874999956e+00 1.446972656249999878e-01 1.702880859375000000e-02
2.162109375000000000e+00 2.846923828124999639e-02 3.129394531249999889e-01 2.226513671874999822e+00 2.346972656249999845e-01 4.528808593750000173e-03
2.112109375000000178e+00 1.628173828124999944e-02 2.691894531249999778e-01 2.095263671874999734e+00 1.334472656250000056e-01 2.484130859375000000e-02
2.512109374999999645e+00 2.378173828124999917e-02 3.191894531249999667e-01 1.745263671875000089e+00 2.234472656250000022e-01 1.234130859375000104e-02
2.712109374999999822e+00 2.003173828124999931e-02 2.941894531250000000e-01 2.270263671875000000e+00 2.684472656249999867e-01 1.859130859375000139e-02
2.312109374999999911e+00 2.753173828124999903e-02 3.441894531249999889e-01 1.920263671874999911e+00 1.784472656249999900e-01 6.091308593750000694e-03
2.212109374999999822e+00 2.190673828124999750e-02 3.066894531250000111e-01 1.832763671875000000e+00 2.009472656249999822e-01 1.546630859375000035e-02
2.612109374999999734e+00 2.940673828124999722e-02 2.566894531250000222e-01 2.182763671874999645e+00 2.909472656249999512e-01 2.966308593750000087e-03
2.412109375000000000e+00 1.815673828125000111e-02 3.316894531249999778e-01 1.657763671875000178e+00 2.459472656249999944e-01 2.171630859375000069e-02
2.012109375000000089e+00 2.565673828125000083e-02 2.816894531249999889e-01 2.007763671874999822e+00 1.559472656249999978e-01 9.216308593750000000e-03
2.008984374999999822e+00 1.938720703124999917e-02 3.078613281250000000e-01 1.616748046875000178e+00 2.424316406250000000e-01 1.849365234375000000e-02
2.408984374999999734e+00 2.688720703124999889e-02 2.578613281250000111e-01 1.966748046874999822e+00 1.524316406250000033e-01 5.993652343750000173e-03
2.608984374999999911e+00 1.563720703124999931e-02 3.328613281249999667e-01 1.791748046875000000e+00 1.974316406249999878e-01 2.474365234375000208e-02
2.208984375000000000e+00 2.313720703124999903e-02 2.828613281249999778e-01 2.141748046874999645e+00 2.874316406249999845e-01 1.224365234375000139e-02
2.308984375000000089e+00 1.751220703124999750e-02 2.703613281250000222e-01 2.229248046875000000e+00 2.649316406249999645e-01 2.161865234375000278e-02
2.708984375000000000e+00 2.501220703124999722e-02 3.203613281249999556e-01 1.879248046874999911e+00 1.749316406249999956e-01 9.118652343750000347e-03
2.508984374999999822e+00 2.126220703125000083e-02 2.953613281249999889e-01 2.054248046874999734e+00 1.299316406249999833e-01 1.536865234375000069e-02
2.108984374999999911e+00 2.876220703125000056e-02 3.453613281249999778e-01 1.704248046875000089e+00 2.199316406249999800e-01 2.868652343750000000e-03
2.158984375000000178e+00 1.657470703125000014e-02 2.891113281250000111e-01 1.922998046875000089e+00 1.636816406249999856e-01 2.005615234375000139e-02
2.558984374999999645e+00 2.407470703124999986e-02 3.391113281250000000e-01 2.272998046874999734e+00 2.536816406249999822e-01 7.556152343750000694e-03
2.758984374999999822e+00 2.032470703125000000e-02 2.641113281249999889e-01 1.747998046875000044e+00 2.986816406250000222e-01 1.380615234375000104e-02
2.358984374999999911e+00 2.782470703124999972e-02 3.141113281249999778e-01 2.097998046874999911e+00 2.086816406249999978e-01 1.306152343750000130e-03
2.258984374999999822e+00 2.219970703124999820e-02 3.266113281249999889e-01 2.010498046875000000e+00 1.861816406249999778e-01 1.693115234375000208e-02
2.658984374999999734e+00 2.969970703125000139e-02 2.766113281250000000e-01 1.660498046875000133e+00 2.761816406250000022e-01 4.431152343750000520e-03
2.458984375000000000e+00 1.844970703124999833e-02 3.016113281249999667e-01 2.185498046874999822e+00 2.311816406249999900e-01 2.318115234375000069e-02
2.058984375000000089e+00 2.594970703124999806e-02 2.516113281249999778e-01 1.835498046874999956e+00 1.411816406249999933e-01 1.068115234375000000e-02
