index,Star,Scan,JD,CHARA_num,wl,v2,v2c,v2sig,v2exp,flux,T1,T2,File,sp_freq,sp_freq_sample,pa,corr_v2,corr_v2c,corr_v2sig,cal_v2,cal_v2sig
506,HD_181276,62,6687.0234,244220,0.7779,0.000893,0.000185,0.000105,0.9577,15342.7,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,137709545.83714938,137709545.83714938,163.41534807496092,0.0016344311993576183,0.00019317113918763704,0.0001096376735929832,0.007777765105803599,0.0006523686838640649
507,HD_181276,62,6687.0234,244220,0.7706,0.001007,0.000261,9.5e-05,0.9577,14986.4,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,139014087.3432631,139014087.3432631,163.41534807496092,0.0018566454687938539,0.0002725279315025582,9.919599039365146e-05,0.008775145408672897,0.0006918011348934142
508,HD_181276,62,6687.0234,244220,0.7633,0.000955,0.000431,0.000107,0.9572,15311.6,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,140343581.43157148,140343581.43157148,163.41534807496092,0.0017748972957766641,0.00045027162557459253,0.00011178437108232344,0.00835590181374674,0.0007651622549703982
509,HD_181276,62,6687.0234,244220,0.7564,0.00112,0.000299,0.000101,0.9568,16147.4,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,141623817.69793564,141623817.69793564,163.41534807496092,0.0020974495829958577,0.0003125,0.00010556020066889632,0.009849624610188182,0.0008527580568601623
510,HD_181276,62,6687.0234,244220,0.7496,0.00124,0.000303,9e-05,0.957,17254.8,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,142908558.84033954,142908558.84033954,163.41534807496092,0.0023384343297700476,0.00031661442006269595,9.404388714733543e-05,0.010530871683120713,0.0007626575538744864
511,HD_181276,62,6687.0234,244220,0.7428,0.001236,0.000314,9.5e-05,0.9572,17456.0,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,144216822.4376932,144216822.4376932,163.41534807496092,0.0023474993978773997,0.0003280401170079398,9.924780610112829e-05,0.010366762014999304,0.0007524566599940237
512,HD_181276,62,6687.0234,244220,0.736,0.001459,0.000357,9.5e-05,0.9577,18131.4,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,145549260.47108495,145549260.47108495,163.41534807496092,0.0027902665071700946,0.00037276809021614287,9.919599039365146e-05,0.012210245771139496,0.000863022476728441
513,HD_181276,62,6687.0234,244220,0.7292,0.001302,0.000455,9.6e-05,0.9577,18659.8,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,146906549.24124867,146906549.24124867,163.41534807496092,0.0025089272130277497,0.00047509658556959384,0.00010024015871358464,0.011896187056841773,0.0009281719417214743
514,HD_181276,62,6687.0234,244220,0.7223,0.001088,0.00029,9.2e-05,0.9572,19289.4,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,148309920.67938325,148309920.67938325,163.41534807496092,0.0021140786976617033,0.0003029669870455495,9.61136648558295e-05,0.011226878739865295,0.0010422823377619706
515,HD_181276,62,6687.0234,244220,0.7159,0.001406,0.000231,0.0001,0.9562,18985.6,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,149635781.12406555,149635781.12406555,163.41534807496092,0.0027550069292314448,0.00024158125915080527,0.00010458063166701526,0.01370529073820054,0.0010523730858836183
516,HD_181276,62,6687.0234,244220,0.7095,0.001235,0.000206,9.5e-05,0.956,19664.9,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,150985561.24977943,150985561.24977943,163.41534807496092,0.002438596441154304,0.00021548117154811716,9.937238493723851e-05,0.012218791438571939,0.0009593283830832574
517,HD_181276,62,6687.0234,244220,0.7035,0.001432,0.000196,8.7e-05,0.9559,20098.7,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,152273284.58666456,152273284.58666456,163.41534807496092,0.0028480877582117902,0.0002050423684485825,9.1013704362381e-05,0.013863678251077972,0.000855127683346295
518,HD_181276,62,6687.0234,244220,0.6977,0.001296,0.000192,9.8e-05,0.9558,20322.5,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,153539136.7446159,153539136.7446159,163.41534807496092,0.0025959380540747493,0.00020087884494664155,0.00010253191044151496,0.012034159795504559,0.0006729004918916614
519,HD_181276,62,6687.0234,244220,0.6918,0.001457,0.000376,0.000106,0.9548,19152.4,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,154848591.65469575,154848591.65469575,163.41534807496092,0.002942577478673585,0.0003937997486384583,0.0001110180142438207,0.012996667163405888,0.0007745829716294441
520,HD_181276,62,6687.0234,244220,0.686,0.001496,0.000373,0.00011,0.9548,19182.9,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,156157807.1526509,156157807.1526509,163.41534807496092,0.0030431236759195044,0.0003906577293674068,0.0001152073732718894,0.012986617882091317,0.0007686501236272075
521,HD_181276,62,6687.0234,244220,0.6804,0.001767,0.000308,0.000104,0.9549,19201.0,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,157443056.5942365,157443056.5942365,163.41534807496092,0.003619409051838698,0.0003225468635459211,0.00010891192795057074,0.015787101466488457,0.0008184480595586389
522,HD_181276,62,6687.0234,244220,0.675,0.001682,0.000243,0.000105,0.955,19167.8,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,158702601.0469904,158702601.0469904,163.41534807496092,0.0034687434323286263,0.00025445026178010473,0.0001099476439790576,0.014506026670762109,0.0007028695979653078
523,HD_181276,62,6687.0234,244220,0.6697,0.001645,0.000223,0.000121,0.954,17547.3,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,159958572.05721745,159958572.05721745,163.41534807496092,0.003419286449513494,0.00023375262054507338,0.0001268343815513627,0.013511700656394912,0.0008439284138280632
524,HD_181276,62,6687.0234,244220,0.6643,0.001942,0.000425,0.000134,0.9542,17179.6,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,161258852.4864045,161258852.4864045,163.41534807496092,0.004064406537305985,0.00044539928736114017,0.0001404317753091595,0.01591941225127514,0.0010301681106279542
525,HD_181276,62,6687.0234,244220,0.659,0.001632,0.00036,0.000129,0.9546,16775.9,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,162555774.97225875,162555774.97225875,163.41534807496092,0.0034382925530913482,0.0003771213073538655,0.00013513513513513514,0.014347264433819337,0.0008758732128466806
526,HD_181276,62,6687.0234,244220,0.6536,0.001709,0.000377,0.000135,0.9552,16466.3,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,163898800.040879,163898800.040879,163.41534807496092,0.0036244989212258234,0.0003946817420435511,0.00014133165829145728,0.014842062106697062,0.0008078666690186257
527,HD_181276,62,6687.0234,244220,0.6485,0.00155,0.000318,0.000166,0.9544,14936.7,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,165187749.7405066,165187749.7405066,163.41534807496092,0.0033129604667961193,0.00033319362950544844,0.00017393126571668062,0.012124736032718806,0.0007867471801146949
528,HD_181276,62,6687.0234,244220,0.6436,0.001849,0.000231,0.00018,0.9549,14818.3,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,166445394.1993762,166445394.1993762,163.41534807496092,0.003976774746379206,0.0002419101476594408,0.00018850141376060322,0.014618732349649588,0.0009225320276861154
529,HD_181276,62,6687.0234,244220,0.6389,0.001841,0.000515,0.000178,0.9558,14539.4,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,167669832.06561044,167669832.06561044,163.41534807496092,0.003981940623781266,0.0005388156518100021,0.00018623142916928228,0.014932134464493407,0.0009720714218131897
530,HD_181276,62,6687.0234,244220,0.6345,0.001622,0.000525,0.00017,0.9567,14055.0,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,168832554.30530894,168832554.30530894,163.41534807496092,0.0035268207816119973,0.0005487613671997491,0.00017769415699801403,0.013403820641556836,0.0008594622374151225
531,HD_181276,62,6687.0234,244220,0.63,0.001487,0.000319,0.000177,0.9552,13197.6,W1,W2,../newRuns/180423/180423_62_HD_181276.pav,170038501.12177542,170038501.12177542,163.41534807496092,0.0032592487738262056,0.0003339614740368509,0.00018530150753768844,0.012373216765509093,0.0007743791498092012
580,HD_181276,65,6687.0337,244220,0.7935,0.000557,0.000183,9.1e-05,0.9442,13065.1,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,135526392.61325952,135526392.61325952,166.4592519514375,0.0008049299857104071,0.00019381486973098918,9.637788604109298e-05,0.004265594434530499,0.0005573583797268096
581,HD_181276,65,6687.0337,244220,0.7857,0.000696,0.000282,8.7e-05,0.944,13792.6,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,136871824.5368734,136871824.5368734,166.4592519514375,0.0010110874144311013,0.0002987288135593221,9.216101694915254e-05,0.005093556106991597,0.0004919359612135079
582,HD_181276,65,6687.0337,244220,0.7779,0.000879,0.00044,8.6e-05,0.9449,14240.5,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,138244237.74086827,138244237.74086827,166.4592519514375,0.0012823094683353017,0.0004656577415599535,9.10149222139909e-05,0.006290561933564141,0.00047029727390628963
583,HD_181276,65,6687.0337,244220,0.7706,0.001132,0.000405,9.6e-05,0.9457,13907.8,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,139553844.45707428,139553844.45707428,166.4592519514375,0.0016581371359377817,0.0004282542032356984,0.00010151210743364703,0.008149911760452624,0.0005431208678370205
584,HD_181276,65,6687.0337,244220,0.7633,0.001162,0.000462,9.6e-05,0.9458,14116.5,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,140888500.64014336,140888500.64014336,166.4592519514375,0.001710496392389258,0.0004884753647705646,0.00010150137449777966,0.008202304683283299,0.0005954206446211645
585,HD_181276,65,6687.0337,244220,0.7564,0.001277,0.000517,8.2e-05,0.9452,14802.1,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,142173707.74540114,142173707.74540114,166.4592519514375,0.0018901267537972828,0.0005469741853575962,8.6754126110876e-05,0.009125118277557255,0.0005461057989492242
586,HD_181276,65,6687.0337,244220,0.7496,0.001192,0.000574,8.8e-05,0.9452,15856.8,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,143463437.2180115,143463437.2180115,166.4592519514375,0.0017729657833762988,0.000607278882776132,9.310198899703766e-05,0.008167089828395199,0.0004999004724121042
587,HD_181276,65,6687.0337,244220,0.7428,0.001315,0.000549,8.5e-05,0.9457,16144.9,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,144776780.47741172,144776780.47741172,166.4592519514375,0.001964646705660437,0.000580522364386169,8.988051179020832e-05,0.00877699317864825,0.0005167401757821701
588,HD_181276,65,6687.0337,244220,0.736,0.001426,0.00057,8.6e-05,0.9468,16819.2,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,146114392.03617042,146114392.03617042,166.4592519514375,0.002138874098924085,0.0006020278833967047,9.083227714406422e-05,0.009449719621893586,0.0005382149440321254
589,HD_181276,65,6687.0337,244220,0.7292,0.001387,0.000513,7.2e-05,0.9472,17286.5,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,147476950.82092902,147476950.82092902,166.4592519514375,0.002090326574551666,0.0005415962837837838,7.601351351351351e-05,0.00985618206518901,0.0006294777989357749
590,HD_181276,65,6687.0337,244220,0.7223,0.001456,0.000396,7.5e-05,0.9471,17842.6,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,148885771.20119262,148885771.20119262,166.4592519514375,0.002206392683905659,0.00041811846689895465,7.918910357934747e-05,0.011217822211599964,0.001046519039555294
591,HD_181276,65,6687.0337,244220,0.7159,0.001554,0.000525,8.4e-05,0.9464,17637.4,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,150216779.63210145,150216779.63210145,166.4592519514375,0.0023686804561521015,0.0005547337278106508,8.875739644970414e-05,0.011376989069984588,0.0009358726316429716
592,HD_181276,65,6687.0337,244220,0.7095,0.001436,0.000468,9.1e-05,0.9466,18374.4,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,151571800.618212,151571800.618212,166.4592519514375,0.0021997525116533505,0.0004944010141559264,9.613353053031904e-05,0.011002650229470006,0.0008097906242813108
593,HD_181276,65,6687.0337,244220,0.7035,0.001576,0.0005,8.5e-05,0.9472,18822.0,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,152864523.86442277,152864523.86442277,166.4592519514375,0.0024246981533311315,0.0005278716216216217,8.973817567567568e-05,0.011909859260516853,0.0006647056352535067
594,HD_181276,65,6687.0337,244220,0.6977,0.001593,0.000528,8.8e-05,0.9476,19018.9,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,154135291.01135364,154135291.01135364,166.4592519514375,0.002461813229026123,0.0005571971295905446,9.286618826509075e-05,0.01158209118427691,0.0005280496272846705
595,HD_181276,65,6687.0337,244220,0.6918,0.001708,0.000672,9.2e-05,0.9468,17885.1,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,155449830.20905092,155449830.20905092,166.4592519514375,0.002655182175399713,0.0007097591888466413,9.716941275876638e-05,0.01157769007588819,0.0007014157382887367
596,HD_181276,65,6687.0337,244220,0.686,0.001778,0.000587,9.4e-05,0.9468,17876.7,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,156764129.0650458,156764129.0650458,166.4592519514375,0.002778033520272558,0.0006199831009716941,9.928179129700042e-05,0.011678907412200398,0.0007067023616425535
597,HD_181276,65,6687.0337,244220,0.6804,0.001797,0.000492,9.3e-05,0.9472,17896.0,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,158054368.81043714,158054368.81043714,166.4592519514375,0.0028205656497288893,0.0005194256756756757,9.818412162162161e-05,0.01198239176321837,0.0007666259767499552
598,HD_181276,65,6687.0337,244220,0.675,0.0017,0.000413,0.000101,0.9478,17888.4,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,159318803.7609206,159318803.7609206,166.4592519514375,0.002679675021275172,0.0004357459379615953,0.0001065625659421819,0.010917714090348748,0.0006797719409406063
599,HD_181276,65,6687.0337,244220,0.6697,0.001943,0.000516,0.000103,0.9473,16395.0,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,160579651.39408904,160579651.39408904,166.4592519514375,0.0030793316329032613,0.0005447060065449171,0.00010873007494985749,0.011722930443154825,0.0008845449944059941
600,HD_181276,65,6687.0337,244220,0.6643,0.001962,0.000494,0.000114,0.9477,16115.8,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,161884980.4886669,161884980.4886669,166.4592519514375,0.0031238642107191106,0.0005212620027434842,0.00012029123140234252,0.011849810373394781,0.0009066565054478862
601,HD_181276,65,6687.0337,244220,0.659,0.001929,0.00043,0.000106,0.9482,15866.2,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,163186938.60185346,163186938.60185346,166.4592519514375,0.0030852576409477277,0.00045349082472052307,0.0001117907614427336,0.012222055625123646,0.0010086316639208804
602,HD_181276,65,6687.0337,244220,0.6536,0.001947,0.000431,0.000109,0.9485,15643.4,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,164535178.30266437,164535178.30266437,166.4592519514375,0.0031293629036041833,0.0004544016868740116,0.00011491829204006326,0.012322663778644749,0.0008623100995501516
603,HD_181276,65,6687.0337,244220,0.6485,0.002185,0.000645,0.000133,0.9475,14141.9,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,165829132.673279,165829132.673279,166.4592519514375,0.0035333422673422114,0.0006807387862796834,0.0001403693931398417,0.01209839345731648,0.0010578425292473968
604,HD_181276,65,6687.0337,244220,0.6436,0.002213,0.000606,0.00013,0.9481,13948.1,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,167091660.2526747,167091660.2526747,166.4592519514375,0.00359390392321758,0.0006391730830081215,0.00013711633793903595,0.012419556593981095,0.001086725745684836
605,HD_181276,65,6687.0337,244220,0.6389,0.002098,0.000447,0.000131,0.949,13601.9,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,168320852.30649775,168320852.30649775,166.4592519514375,0.003420250895928827,0.00047102212855637516,0.00013804004214963122,0.012108557673979973,0.0010845741078927672
606,HD_181276,65,6687.0337,244220,0.6345,0.001793,0.000511,0.000148,0.9491,13083.0,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,169488089.1073624,169488089.1073624,166.4592519514375,0.0029359864574475527,0.0005384048045516804,0.00015593720366663153,0.010380478188044433,0.0010255116067561202
607,HD_181276,65,6687.0337,244220,0.63,0.001854,0.000509,0.000149,0.946,12230.6,W1,W2,../newRuns/180423/180423_65_HD_181276.pav,170698718.3152721,170698718.3152721,166.4592519514375,0.0030602258393696217,0.0005380549682875265,0.00015750528541226216,0.010526624269917231,0.001027464555780825
694,HD_181276,10,6726.8258,244220,0.7935,2.2e-05,0.000128,0.000157,0.9819,8821.3,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,124975057.22161075,124975057.22161075,134.93960396225233,2.804324347623338e-05,0.00013035950707811385,0.00015989408290049902,0.00014951578157566546,0.0008525044031181081
695,HD_181276,10,6726.8258,244220,0.7857,4.1e-05,8.8e-05,0.000146,0.9825,9215.4,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,126215741.25664775,126215741.25664775,134.93960396225233,5.243198267764729e-05,8.956743002544528e-05,0.00014860050890585242,0.0002813751789095027,0.0007975017034539743
696,HD_181276,10,6726.8258,244220,0.7779,0.000283,0.000135,0.000151,0.983,9343.0,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,127481305.95879693,127481305.95879693,134.93960396225233,0.00036315499959605927,0.0001373346897253306,0.00015361139369277722,0.0018088069766933558,0.0007665429618561799
697,HD_181276,10,6726.8258,244220,0.7706,0.000131,6.3e-05,0.000174,0.9825,9126.5,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,128688953.93894127,128688953.93894127,134.93960396225233,0.00016882647110177495,6.412213740458015e-05,0.00017709923664122135,0.0008482846535183363,0.0008901354713931654
698,HD_181276,10,6726.8258,244220,0.7633,0.00042,0.000124,0.000153,0.9819,9525.6,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,129919701.17299639,129919701.17299639,134.93960396225233,0.0005437069766757239,0.00012628577248192282,0.00015582034830430798,0.002733396713401074,0.0007861749555775619
699,HD_181276,10,6726.8258,244220,0.7564,0.000276,0.000111,0.000145,0.9818,10174.5,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,131104849.16095735,131104849.16095735,134.93960396225233,0.0003586696054618635,0.00011305764921572622,0.0001476879201466694,0.0018103891147618289,0.0007467257539779288
700,HD_181276,10,6726.8258,244220,0.7496,0.00024,5e-05,0.000123,0.9821,10844.2,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,132294167.42976005,132294167.42976005,134.93960396225233,0.0003129691750478744,5.091131249363609e-05,0.0001252418287343448,0.0015625943175528174,0.0006262892698470842
701,HD_181276,10,6726.8258,244220,0.7428,0.000511,0.000185,0.000126,0.9817,10891.3,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,133505261.04651068,133505261.04651068,134.93960396225233,0.0006692095103698981,0.00018844860955485383,0.00012834878272384638,0.0032858660822393903,0.000633893825420527
702,HD_181276,10,6726.8258,244220,0.736,0.00057,0.000174,0.000138,0.9815,11319.5,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,134738733.56704912,134738733.56704912,134.93960396225233,0.0007495767329287495,0.00017727967396841568,0.00014060112073357105,0.003569326605776244,0.0006737071780496412
703,HD_181276,10,6726.8258,244220,0.7292,0.000597,0.00039,0.000131,0.9813,11764.6,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,135995211.06054327,135995211.06054327,134.93960396225233,0.0007884128844007285,0.0003974319779883828,0.00013349638234994398,0.0039843981649415414,0.0006795653186633216
704,HD_181276,10,6726.8258,244220,0.7223,0.000766,0.000396,0.000139,0.9811,12234.3,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,137294348.47756904,137294348.47756904,134.93960396225233,0.0010160449456076191,0.00040362858016512076,0.0001416777086943227,0.005507346764175052,0.0007751467329766626
705,HD_181276,10,6726.8258,244220,0.7159,0.000829,0.000274,0.000145,0.9807,12047.1,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,138521731.953273,138521731.953273,134.93960396225233,0.0011044283448447452,0.0002793922708269603,0.00014785357397777097,0.005702182072432326,0.0007709144273656405
706,HD_181276,10,6726.8258,244220,0.7095,0.000598,0.000435,0.000144,0.9808,12445.2,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,139771258.4994336,139771258.4994336,134.93960396225233,0.0007998321437884999,0.00044351549755301795,0.0001468189233278956,0.004417906698238747,0.0008159271481421684
707,HD_181276,10,6726.8258,244220,0.7035,0.001243,0.00038,0.000132,0.9808,12652.2,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,140963337.46318144,140963337.46318144,134.93960396225233,0.0016689860908904247,0.0003874388254486134,0.00013458401305057097,0.009095840939888104,0.0007572177611460218
708,HD_181276,10,6726.8258,244220,0.6977,0.001115,0.000433,0.000134,0.9807,12734.4,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,142135169.7081097,142135169.7081097,134.93960396225233,0.0015030044159345182,0.0004415213622922402,0.00013663709595187112,0.008033294819246604,0.0007481444229441556
709,HD_181276,10,6726.8258,244220,0.6918,0.000956,0.000517,0.00014,0.9798,11969.0,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,143347366.1540158,143347366.1540158,134.93960396225233,0.0012949869798733482,0.0005276587058583384,0.00014288630332720962,0.006306284319774364,0.0007071894735407577
710,HD_181276,10,6726.8258,244220,0.686,0.001109,0.000524,0.000157,0.9796,12021.2,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,144559340.96989524,144559340.96989524,134.93960396225233,0.0015085298532706588,0.0005349122090649245,0.00016026949775418538,0.007161427591972636,0.000771702612099813
711,HD_181276,10,6726.8258,244220,0.6804,0.001053,0.000437,0.000142,0.9796,12055.7,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,145749129.78446227,145749129.78446227,134.93960396225233,0.0014379761083565723,0.00044610044916292365,0.0001449571253572887,0.006865111655502119,0.0007034495253342979
712,HD_181276,10,6726.8258,244220,0.675,0.001205,0.000529,0.000145,0.9796,11980.7,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,146915122.82273796,146915122.82273796,134.93960396225233,0.0016518897051280624,0.0005400163331972233,0.00014801959983666801,0.0078083822619730275,0.0007149021449044325
713,HD_181276,10,6726.8258,244220,0.6697,0.001538,0.000596,0.000152,0.9787,10912.6,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,148077807.83238485,148077807.83238485,134.93960396225233,0.0021184574059519776,0.0006089710840911413,0.00015530806171451926,0.009151341737401836,0.0006921846163753408
714,HD_181276,10,6726.8258,244220,0.6643,0.001574,0.00049,0.000191,0.9785,10681.3,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,149281511.22286338,149281511.22286338,134.93960396225233,0.002177167408649037,0.0005007664793050587,0.0001951967296882984,0.009571065994675729,0.0008768690140896731
715,HD_181276,10,6726.8258,244220,0.659,0.001841,0.00056,0.000183,0.9782,10484.8,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,150482106.07791826,150482106.07791826,134.93960396225233,0.002557445988616682,0.0005724800654262932,0.0001870783070946637,0.011481043211085774,0.0008650529434333163
716,HD_181276,10,6726.8258,244220,0.6536,0.001554,0.00057,0.000182,0.978,10391.7,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,151725379.29214832,151725379.29214832,134.93960396225233,0.0021681723957733567,0.0005828220858895705,0.00018609406952965236,0.009567995655517332,0.0008402182630526255
717,HD_181276,10,6726.8258,244220,0.6485,0.001652,0.000792,0.000251,0.9768,9447.1,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,152918593.53176275,152918593.53176275,134.93960396225233,0.0023169465710858456,0.0008108108108108108,0.00025696150696150695,0.008734596272776951,0.0009827071533093088
718,HD_181276,10,6726.8258,244220,0.6436,0.001853,0.000796,0.000279,0.9768,9299.5,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,154082827.6963147,154082827.6963147,134.93960396225233,0.002609006010771212,0.0008149058149058149,0.0002856265356265356,0.010201542385178147,0.001133161419832668
719,HD_181276,10,6726.8258,244220,0.6389,0.00178,0.000759,0.00024,0.9765,9029.1,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,155216321.65495092,155216321.65495092,134.93960396225233,0.0025165474273394477,0.0007772657450076805,0.0002457757296466974,0.009998799028906323,0.0009942390253190742
720,HD_181276,10,6726.8258,244220,0.6345,0.002044,0.000669,0.00024,0.975,8612.3,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,156292683.85397658,156292683.85397658,134.93960396225233,0.002904721087571566,0.0006861538461538462,0.00024615384615384614,0.012123744586928517,0.001058107940349919
721,HD_181276,10,6726.8258,244220,0.63,0.00228,0.000729,0.000263,0.9697,7927.3,W1,W2,../newRuns/180602/180602_10_HD_181276.pav,157409060.16721925,157409060.16721925,134.93960396225233,0.003270098463065405,0.0007517789006909354,0.00027121790244405484,0.01311017367792332,0.0011221606706754113
770,HD_181276,12,6726.8436,244220,0.7935,0.000204,0.000147,0.00011,0.9642,9409.3,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,127489288.28259279,127489288.28259279,141.12430975501104,0.0002666372953392807,0.00015245799626633478,0.0001140842148931757,0.001377769359964124,0.0005901324810244111
771,HD_181276,12,6726.8436,244220,0.7857,0.000261,0.000334,0.000102,0.9654,9776.5,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,128754932.22888811,128754932.22888811,141.12430975501104,0.0003420637960661404,0.00034597058214211725,0.00010565568676196395,0.0017334634162402538,0.000537481910138358
772,HD_181276,12,6726.8436,244220,0.7779,0.000298,0.000218,0.000112,0.9661,9905.0,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,130045957.3881442,130045957.3881442,141.12430975501104,0.000391855457674857,0.00022564951868336614,0.00011593002794741746,0.0019777230938964577,0.000586017761739452
773,HD_181276,12,6726.8436,244220,0.7706,0.000341,0.000176,0.000105,0.9655,9701.7,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,131277900.6647254,131277900.6647254,141.12430975501104,0.00045042114238873796,0.00018228896944588296,0.00010875194199896427,0.0022288153002735693,0.0005393767711888015
774,HD_181276,12,6726.8436,244220,0.7633,0.000687,0.000365,0.000108,0.9644,10117.4,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,132533407.9028395,132533407.9028395,141.12430975501104,0.0009120951231232955,0.00037847366238075484,0.00011198672749896308,0.004458856297234028,0.0005534116854012152
775,HD_181276,12,6726.8436,244220,0.7564,0.000667,0.000333,0.000101,0.9639,10803.9,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,133742398.53548041,133742398.53548041,141.12430975501104,0.000889408154372879,0.0003454715219421102,0.00010478265380226165,0.004392805590027428,0.0005218704151468196
776,HD_181276,12,6726.8436,244220,0.7496,0.000632,0.000415,9.1e-05,0.9642,11509.4,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,134955643.34610108,134955643.34610108,141.12430975501104,0.0008457386507703498,0.00043040862891516286,9.437875959344535e-05,0.004123093120501547,0.00046440577435938996
777,HD_181276,12,6726.8436,244220,0.7428,0.000645,0.000383,9.5e-05,0.9641,11529.6,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,136191101.57813326,136191101.57813326,141.12430975501104,0.0008666416874531097,0.0003972616948449331,9.8537496110362e-05,0.004062113707049138,0.00047186876752421575
778,HD_181276,12,6726.8436,244220,0.736,0.000832,0.000299,9.3e-05,0.9639,11919.9,W1,W2,../newRuns/180602/180602_12_HD_181276.pav,137449388.92967036,137449388.92967036,141.12430975501104,0.0011226577675168378,0.00031019815333540825,9.648303765950825e-05,0.005418064393899402,0.0004712899598846137
